formula,numberOfSpecies,fracActinoid,fracAlkali,fracAlkaline,fracChalcogen,fracHalogen,fracLanthanoid,fracMetalloid,fracNobleGas,fracRareEarth,fracTransitionMetal,electronsPerAtom,electronegativityRange,electronegativityStd,radiiRange,radiiStd,rowRange,rowStd,ordered,crystalSystem,pointGroup,spaceGroupNumber,volumePerSite,density,c_a
Mo8 O48 P12 Tl4,4,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.1111,-1.3333,1.82,0.65,1.3,0.3826,4.0,1.2385,True,orthorhombic,mmm,57,14.8286,4.2378,0.7218
Ge46 Ho28,2,0.0,0.0,0.0,0.0,0.0,0.3784,0.6216,0.0,0.3784,0.0,-1.3514,0.78,0.3783,0.5,0.2425,4.0,1.9399,True,orthorhombic,222,20,21.5037,8.306,0.1425
Ga2 Sc2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.45,0.225,0.3,0.15,0.0,0.0,True,orthorhombic,mmm,63,20.2341,4.7056,0.7096
Li8 O48 P12 V8,4,0.0,0.1053,0.0,0.6316,0.0,0.0,0.0,0.0,0.0,0.1053,-1.1053,2.46,0.9001,0.85,0.327,2.0,0.6657,True,monoclinic,2/m,14,12.073,2.9005,0.7096
As12 Na12 O48 Zn12,4,0.0,0.1429,0.0,0.5714,0.0,0.0,0.1429,0.0,0.0,0.1429,-1.1429,2.51,0.9766,1.2,0.4491,2.0,0.8806,True,monoclinic,2/m,14,14.5737,3.7001,0.527
Ge24 Ru16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,-1.2,0.19,0.0931,0.05,0.0245,1.0,0.4899,True,orthorhombic,mmm,60,15.632,8.9244,0.4996
Cs1 Mn2 P2,3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.2,1.4,0.5182,1.6,0.5879,3.0,1.0954,True,tetragonal,4/mmm,139,21.6208,4.6808,0.4853
Ge6 Nb3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.3333,-1.0,0.41,0.1933,0.2,0.0943,1.0,0.4714,True,hexagonal,622,180,16.5464,7.9678,0.7328
P2 S6 Zn2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.4,0.93,0.3657,0.35,0.14,1.0,0.4,True,monoclinic,2/m,12,22.6038,2.8295,0.8022
Co4 K12 O8,3,0.0,0.5,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.1667,0.1667,2.62,1.1717,1.6,0.7198,2.0,0.9428,True,orthorhombic,mmm,62,22.295,2.5848,0.505
Ca1 O7 Si2 Zr1,4,0.0,0.0,0.0909,0.6364,0.0,0.0,0.1818,0.0,0.0,0.0909,-1.4545,2.44,0.9466,1.2,0.42,3.0,0.9791,True,monoclinic,2,5,12.849,3.5184,0.8485
Au2 V6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0.91,0.394,0.0,0.0,2.0,0.866,True,cubic,m-3m,223,14.5365,9.9893,1.0
As4 Ba1 Cu8,3,0.0,0.0,0.0769,0.0,0.0,0.0,0.3077,0.0,0.0,0.6154,0.4615,1.29,0.3202,1.0,0.2481,2.0,0.5329,True,tetragonal,4/m,87,16.8423,7.1699,0.5141
In1 Te1,2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.32,0.16,0.15,0.075,0.0,0.0,True,cubic,m-3m,221,29.2588,6.879,1.0
H8 O16 S4,3,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,-1.7143,1.24,0.5633,0.75,0.2367,2.0,0.6389,True,monoclinic,2/m,14,11.7262,1.9841,0.5053
Ho1 Li1 S2,3,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,1.6,0.7428,0.75,0.3182,6.0,2.3452,True,trigonal,-3m,166,20.2497,4.8382,1.0
Fe6 O32 P8,3,0.0,0.0,0.0,0.6957,0.0,0.0,0.0,0.0,0.0,0.1304,-1.6522,1.61,0.6536,0.8,0.2847,2.0,0.7118,True,monoclinic,2,4,13.5879,2.9086,0.7414
B16 Sm4,2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.2,0.0,3.0,0.87,0.348,1.0,0.4,6.0,2.4,True,tetragonal,4/mmm,127,10.5398,6.1004,0.5679
Br4 H20 N4 O4,4,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,-1.375,1.24,0.476,0.9,0.3066,3.0,0.9922,True,monoclinic,2/m,14,11.2143,2.1276,0.8178
Ba6 Mn6 O18,3,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.2,-0.4,2.55,1.1074,1.55,0.6226,4.0,1.6,True,hexagonal,6mm,185,14.7246,5.4191,1.9928
Ag2 La2 O2 S2,4,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.5,0.0,2.34,0.8587,1.35,0.5225,6.0,2.2913,True,tetragonal,4/mmm,129,19.0493,6.4253,0.4495
Ho1 Sb1,2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.82,0.41,0.3,0.15,3.0,1.5,True,cubic,m-3m,225,29.5219,8.0628,1.0
N2 Sr2 Zn1,3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.09,0.9448,1.35,0.6038,3.0,1.3565,True,tetragonal,4/mmm,139,19.4501,4.5874,0.5544
Ce1 Pb3,2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,2.25,1.21,0.5239,0.05,0.0217,2.0,0.866,True,cubic,m-3m,221,29.2264,10.8195,1.0
Cu4 F28 Na8 Sc4,4,0.0,0.1818,0.0,0.0,0.6364,0.0,0.0,0.0,0.0,0.1818,0.0,3.05,1.3209,1.3,0.5584,2.0,0.782,True,orthorhombic,mmm,62,13.8009,3.1444,0.6901
Ba4 Nb14 O23,3,0.0,0.0,0.0976,0.561,0.0,0.0,0.0,0.0,0.0,0.3415,0.7805,2.55,1.0105,1.55,0.535,4.0,1.6226,True,orthorhombic,mmm,65,13.6203,6.5953,0.3425
Sc1 Te2 Tl1,3,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.74,0.3186,0.5,0.2046,2.0,0.7071,True,trigonal,-3m,166,32.1485,6.5151,1.0
Ba2 Nd4 S10 Zn2,4,0.0,0.0,0.1111,0.0,0.0,0.2222,0.0,0.0,0.2222,0.1111,-0.0,1.69,0.7077,1.15,0.4412,5.0,2.0608,True,tetragonal,4/mmm,140,23.8762,5.0348,0.894
Au4 La4 O12,3,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.2,0.4,0.0,2.34,0.915,1.35,0.5483,6.0,2.5298,True,orthorhombic,mmm,57,15.5231,8.2127,0.3068
K8 Mn8 O48 S12,4,0.0,0.1053,0.0,0.6316,0.0,0.0,0.0,0.0,0.0,0.1053,-1.2632,2.62,0.9179,1.6,0.5122,2.0,0.8154,True,cubic,23,198,14.3922,2.8921,1.0
Co4 O28 P8 Sr4,4,0.0,0.0,0.0909,0.6364,0.0,0.0,0.0,0.0,0.0,0.0909,-1.4545,2.49,0.8452,1.4,0.4318,3.0,0.9791,True,monoclinic,2/m,14,13.1842,3.6697,0.4173
Al2 F2 Li2 O8 P2,5,0.0,0.125,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,1.0081,0.95,0.3373,1.0,0.433,True,triclinic,-1,2,10.1767,3.0164,0.7345
Al9 Y3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0,0.39,0.1689,0.55,0.2382,2.0,0.866,True,trigonal,-3m,166,19.5865,3.6,1.0
Mn4 Sb2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.6667,0.3333,0.5,0.2357,0.05,0.0236,1.0,0.4714,True,hexagonal,6/mmm,194,16.249,7.8906,0.8244
As4 Cd8 Cl8,3,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.4,-0.2,1.47,0.6647,0.55,0.251,2.0,0.8944,True,monoclinic,2/m,14,27.4922,4.4775,0.8538
Ca12 O24 Tl8,3,0.0,0.0,0.2727,0.5455,0.0,0.0,0.0,0.0,0.0,0.0,-0.3636,2.44,1.1105,1.3,0.6183,4.0,1.5428,True,orthorhombic,mmm,55,14.6346,6.447,0.2015
Co2 Sn1 Zr1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.63,0.2518,0.2,0.0829,1.0,0.5,True,cubic,m-3m,225,15.5996,8.7234,1.0
Ce2 Nb2 O8,3,0.0,0.0,0.0,0.6667,0.0,0.1667,0.0,0.0,0.1667,0.1667,0.0,2.32,0.9903,1.25,0.5083,6.0,2.2913,True,monoclinic,2/m,15,13.5791,6.0536,0.7718
N2 Na1 Ta1,3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2.11,0.9345,1.15,0.503,4.0,1.6394,True,trigonal,-3m,166,12.1806,7.9053,1.0
Ba8 F34 Nd6,3,0.0,0.0,0.1667,0.0,0.7083,0.125,0.0,0.0,0.125,0.0,-0.0,3.09,1.3574,1.65,0.6962,6.0,2.2715,True,triclinic,1,1,16.4554,5.4871,1.0018
Ba1 P4 Pd2,3,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,-0.8571,1.31,0.4561,1.15,0.3963,3.0,1.1952,True,tetragonal,4/mmm,139,20.3686,5.5211,1.0
Fe2 Na12 S8,3,0.0,0.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,1.65,0.7738,0.8,0.3744,1.0,0.2875,True,hexagonal,6mm,186,21.8898,2.2209,1.2878
Ge2 O8 Zr2,3,0.0,0.0,0.0,0.6667,0.0,0.0,0.1667,0.0,0.0,0.1667,-1.3333,2.11,0.8572,0.95,0.3869,3.0,1.2134,True,triclinic,-1,2,10.852,5.8111,0.77
N1 Pr1,2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.91,0.955,1.2,0.6,6.0,3.0,True,cubic,m-3m,225,17.7911,7.2295,1.0
Ge8 Pt4 Tb4,3,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.25,0.25,-0.75,2.28,0.916,0.5,0.2062,4.0,1.6583,True,orthorhombic,mmm,71,19.7089,10.5167,0.4542
Cu2 Si2 Sm2,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.0,0.3333,0.3333,0.3333,0.73,0.3441,0.75,0.3118,5.0,2.1602,True,hexagonal,6/mmm,194,19.641,6.8197,0.541
Ag6 Ca10,2,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.375,1.625,0.93,0.4502,0.2,0.0968,1.0,0.4841,True,tetragonal,4/mmm,140,30.0049,3.6249,0.8593
Hg6 Th2,2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,1.75,0.7,0.3031,0.3,0.1299,3.0,1.299,True,hexagonal,6/mmm,194,25.5634,13.5406,1.3549
B4 C4 Tb2,3,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0,0.2,2.55,0.9459,1.05,0.3957,6.0,2.4,True,tetragonal,4/mmm,127,10.3386,6.5714,0.672
Li2 Mn4 O8,3,0.0,0.1429,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.2857,-0.4286,2.46,1.0443,0.85,0.4044,2.0,0.9035,True,cubic,m-3m,227,10.7011,4.0083,1.0
Br6 Ti2,2,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.25,1.42,0.6149,0.25,0.1083,0.0,0.0,True,triclinic,-1,2,31.2155,3.8245,0.8378
As2 B12,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1429,0.14,0.049,0.3,0.105,2.0,0.6999,True,trigonal,-3m,166,9.3344,3.5525,1.0
Li2 Pt4,2,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,1.6667,1.3,0.6128,0.1,0.0471,4.0,1.8856,True,cubic,m-3m,227,17.2427,12.7477,1.0
Ge4 Th2,2,0.3333,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.3333,0.0,-1.3333,0.71,0.3347,0.55,0.2593,5.0,2.357,True,orthorhombic,mmm,63,23.7246,8.8031,0.4629
Be2 Hf2 Si2,3,0.0,0.0,0.3333,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.6667,0.6,0.2454,0.5,0.2248,4.0,1.6997,True,hexagonal,6/mmm,194,14.1588,8.428,0.5197
Cl24 Hf4 Te24,3,0.0,0.0,0.0,0.4615,0.4615,0.0,0.4615,0.0,0.0,0.0769,-1.0769,1.86,0.6204,0.55,0.2136,3.0,1.0987,True,orthorhombic,mmm,57,32.7712,4.5089,0.8676
Ga2 O6 Rb6,3,0.0,0.4286,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,1.218,1.75,0.8124,3.0,1.3997,True,monoclinic,2/m,12,21.0717,4.2118,0.9968
H64 Na8 O80 P24 Zn8,5,0.0,0.0435,0.0,0.4348,0.0,0.0,0.0,0.0,0.0,0.0435,-1.4783,2.51,0.7358,1.55,0.3877,3.0,0.8295,True,orthorhombic,mmm,61,11.2995,2.2323,0.6238
F48 In8 Li12 Na12,4,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.05,1.3993,1.3,0.5507,3.0,0.9206,True,cubic,m-3m,230,13.4042,3.3907,1.0
Dy1 Ge2 Pd2,3,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.4,-0.2,0.98,0.3641,0.5,0.1828,4.0,1.4697,True,tetragonal,4/mmm,139,18.6357,9.278,0.7251
S10 Zn10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.93,0.465,0.35,0.175,1.0,0.5,True,trigonal,3m,160,20.2976,3.9872,1.0
Cl8 Na4 Ti2,3,0.0,0.2857,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.1429,0.2857,2.23,1.0205,0.8,0.3523,1.0,0.3499,True,orthorhombic,mmm,55,23.0419,2.4261,0.3074
O16 Sr4 U4,3,0.1667,0.0,0.1667,0.6667,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,2.49,1.0796,1.4,0.6054,7.0,2.6247,True,orthorhombic,mmm,57,15.3305,7.0342,0.6828
Mo4 Na4 O28 P8,4,0.0,0.0909,0.0,0.6364,0.0,0.0,0.0,0.0,0.0,0.0909,-1.3636,2.51,0.8239,1.2,0.3982,3.0,0.8907,True,monoclinic,2/m,14,13.1962,3.3503,0.7612
Ni2 O8 Rh4,3,0.0,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,1.53,0.6453,0.75,0.3712,3.0,1.3553,True,tetragonal,4/mmm,141,11.4077,6.8311,1.013
Ag4 F8,2,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.3333,-0.3333,2.05,0.9664,1.1,0.5185,3.0,1.4142,True,orthorhombic,mmm,61,15.1901,5.3152,0.8926
Na8 O36 Si8 Ti8,4,0.0,0.1333,0.0,0.6,0.0,0.0,0.1333,0.0,0.0,0.1333,-1.0667,2.51,1.0041,1.2,0.4467,2.0,0.718,True,orthorhombic,mmm,60,11.4227,3.3133,0.3588
P4 Se12 Sr4,3,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,1.6,0.6199,1.0,0.3597,2.0,0.6325,True,monoclinic,2/m,14,27.9411,4.2252,0.7195
Dy1 Pd3,2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.75,2.25,0.98,0.4244,0.35,0.1516,3.0,1.299,True,cubic,m-3m,221,17.5929,11.368,1.0
Li2 Mo4 O26 P6,4,0.0,0.0526,0.0,0.6842,0.0,0.0,0.0,0.0,0.0,0.1053,-1.3684,2.46,0.7243,0.85,0.3168,3.0,0.9386,True,triclinic,-1,2,14.1979,3.0762,0.5701
Ca1 Hg2,2,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,1.3333,1.0,0.4714,0.3,0.1414,2.0,0.9428,True,hexagonal,6/mmm,191,26.2982,9.2874,1.3864
K2 O4 U1,3,0.1429,0.2857,0.0,0.5714,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,2.62,1.2165,1.6,0.7309,7.0,2.3819,True,tetragonal,4/mmm,139,18.2772,4.9349,0.59
H12 N4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.84,0.3637,0.4,0.1732,1.0,0.433,True,cubic,23,198,8.3707,0.8446,1.0
Cu4 La2 Mg2,3,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.75,2.25,0.8,0.3553,0.6,0.2459,5.0,1.9203,True,hexagonal,6/mmm,194,20.8056,5.7924,0.5155
Th1 Zn2,2,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.6667,2.6667,0.35,0.165,0.45,0.2121,5.0,2.357,True,hexagonal,6/mmm,191,21.7107,9.251,1.2707
Co2 Ti4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3333,0.34,0.1603,0.05,0.0236,0.0,0.0,True,cubic,m-3m,227,14.797,5.7856,1.0
Cu4 Ge4 U3,3,0.2727,0.0,0.0,0.0,0.0,0.0,0.3636,0.0,0.2727,0.3636,0.9091,0.63,0.2603,0.5,0.2049,5.0,2.2268,True,orthorhombic,mmm,71,17.725,10.7211,0.5483
Co4 Dy2,2,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.6667,2.3333,0.66,0.3111,0.4,0.1886,4.0,1.8856,True,cubic,m-3m,227,15.3343,10.1202,1.0
Cs2 F4 Hg1,3,0.0,0.2857,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,0.1429,-0.1429,3.19,1.4287,2.1,0.9225,4.0,1.9795,True,tetragonal,4/mmm,139,23.6585,5.4385,0.5894
In2 Sr1 Te4,3,0.0,0.0,0.1429,0.5714,0.0,0.0,0.5714,0.0,0.0,0.0,0.0,1.15,0.3909,0.6,0.2033,0.0,0.0,True,tetragonal,4/m,87,40.2089,4.8829,1.0
H8 Li4 O12 P4,4,0.0,0.1429,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,-1.4286,2.46,0.8632,1.2,0.3936,2.0,0.6389,True,orthorhombic,mm2,33,10.7812,1.9347,0.4595
Ga3 Tm1,2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,3.0,0.56,0.2425,0.45,0.1949,4.0,1.7321,True,cubic,m-3m,221,19.049,8.24,1.0
Ba4 H32 O20,3,0.0,0.0,0.0714,0.3571,0.0,0.0,0.0,0.0,0.0,0.0,-1.1429,2.55,0.7414,1.9,0.4834,5.0,1.2778,True,orthorhombic,mmm,62,9.4328,2.8341,0.5233
Bi1 Tm1,2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,3.0,0.77,0.385,0.15,0.075,2.0,1.0,True,cubic,m-3m,225,30.7875,10.1915,1.0
F12 K6 N2 O6 Si2,5,0.0,0.2143,0.0,0.2143,0.4286,0.0,0.0714,0.0,0.0,0.0,-1.1429,3.16,1.2479,1.7,0.6751,2.0,0.8238,True,hexagonal,6/mmm,194,15.0787,2.528,0.3843
B2 C1 Ce1 Rh2,4,0.0,0.0,0.0,0.0,0.0,0.1667,0.3333,0.0,0.1667,0.3333,1.8333,1.43,0.4511,1.15,0.3983,6.0,2.2361,True,tetragonal,4/mmm,139,12.6802,8.2842,0.6671
Cd1 O6 Sb2,3,0.0,0.0,0.0,0.6667,0.0,0.0,0.2222,0.0,0.0,0.1111,-1.7778,1.75,0.7185,0.95,0.4173,3.0,1.4142,True,trigonal,-3m,162,13.4463,6.2012,1.0814
Cl26 P2 Re4,3,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.125,-0.5,1.26,0.4579,0.35,0.1158,3.0,0.9922,True,monoclinic,2/m,11,30.8783,2.9049,0.8222
Ca2 O12 Sr4 Te2,4,0.0,0.0,0.3,0.7,0.0,0.0,0.1,0.0,0.0,0.0,-0.8,2.49,1.1169,1.4,0.6079,3.0,1.3748,True,monoclinic,2/m,14,14.4241,5.0529,0.7038
O10 Ta4,2,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,0.0,0.0,0.2857,-0.0,1.94,0.8764,0.85,0.384,4.0,1.807,True,monoclinic,2/m,15,12.4301,8.4332,0.7116
Cr1 O4 Sr2,3,0.0,0.0,0.2857,0.5714,0.0,0.0,0.0,0.0,0.0,0.1429,-0.1429,2.49,1.1364,1.4,0.622,3.0,1.3553,True,tetragonal,4/mmm,139,13.4946,5.1196,0.5498
Co2 Eu1 P2,3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,2.19,0.8257,0.85,0.3121,5.0,1.8547,True,tetragonal,4/mmm,139,15.7399,7.0004,0.6026
Cd4 O8 Si2,3,0.0,0.0,0.0,0.5714,0.0,0.0,0.1429,0.0,0.0,0.2857,-1.1429,1.75,0.8339,0.95,0.4195,3.0,1.3093,True,orthorhombic,mmm,70,13.1166,5.7314,0.8712
Al6 H28 Na10,3,0.0,0.2273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.5271,1.55,0.666,2.0,0.9621,True,tetragonal,4/mmm,128,10.7144,1.4794,0.6557
Cs8 Sn46,2,0.0,0.1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2593,1.17,0.4156,1.15,0.4085,1.0,0.3552,True,cubic,m-3m,223,38.2224,5.2486,1.0
As2 Ge2 Te5,3,0.0,0.0,0.0,0.5556,0.0,0.0,1.0,0.0,0.0,0.0,-2.6667,0.17,0.0567,0.25,0.1048,1.0,0.4969,True,trigonal,-3m,164,28.3086,6.0817,0.2455
La8 O20 Si4,3,0.0,0.0,0.0,0.625,0.0,0.25,0.125,0.0,0.25,0.25,-1.0,2.34,1.03,1.35,0.5717,6.0,2.5464,True,monoclinic,2/m,14,14.979,5.3474,0.7497
Ca24 Li12 N32 O6 Re8,5,0.0,0.1463,0.2927,0.0732,0.0,0.0,0.0,0.0,0.0,0.0976,-0.1951,2.46,1.0081,1.2,0.51,4.0,1.3341,True,cubic,-43m,220,13.7454,4.5362,1.0
Ag2 Dy2 Sn2,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.3333,0.0,0.74,0.342,0.3,0.1225,3.0,1.4142,True,hexagonal,6mm,186,24.1061,8.9338,0.6398
C1 Nb1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.95,0.475,0.75,0.375,3.0,1.5,True,cubic,m-3m,225,11.4301,7.6211,1.0
Mo2 Ni6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.25,0.1083,0.1,0.0433,1.0,0.433,True,orthorhombic,mmm,59,11.875,9.5095,0.8406
S4 V12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.25,0.95,0.4114,0.35,0.1516,1.0,0.433,True,tetragonal,-42m,121,12.7036,6.0419,0.6445
O10 P2 V2,3,0.0,0.0,0.0,0.7143,0.0,0.0,0.0,0.0,0.0,0.1429,-1.1429,1.81,0.7072,0.75,0.2761,2.0,0.7284,True,tetragonal,4/m,85,13.0085,2.9526,0.7454
Ni2 Si2 Tb1,3,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.4,-0.2,1.91,0.762,0.65,0.2379,5.0,1.8547,True,tetragonal,4/mmm,139,15.0551,7.3344,0.7195
F2 Li2 O12 Sr2 Ta4,5,0.0,0.0909,0.0909,0.5455,0.0909,0.0,0.0,0.0,0.0,0.1818,0.0,3.03,1.121,1.5,0.5036,4.0,1.6514,True,orthorhombic,mmm,74,13.3735,6.4505,1.0055
Hf4 N3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,1.0,1.74,0.8611,0.9,0.4454,4.0,1.9795,True,monoclinic,2/m,12,13.3767,13.4064,1.15
O3 Rb1 U1,3,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,2.62,1.16,1.75,0.7353,7.0,2.7568,True,cubic,m-3m,221,16.5898,7.4369,1.0
Ba4 Ge4 Pt4,3,0.0,0.0,0.3333,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,1.39,0.6018,0.9,0.4028,2.0,0.9428,True,cubic,23,198,26.8006,8.3655,1.0
Gd1 Tl3,2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,1.5,0.42,0.1819,0.1,0.0433,2.0,0.866,True,cubic,m-3m,221,27.7645,11.519,1.0
Ca4 O36 P8 V8,4,0.0,0.0,0.0714,0.6429,0.0,0.0,0.0,0.0,0.0,0.1429,-0.8571,2.44,0.8618,1.2,0.3789,2.0,0.8207,True,orthorhombic,mmm,62,12.5667,3.2837,0.4575
Ho3 In3 Rh3,3,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.3333,3.0,1.05,0.4288,0.4,0.1633,3.0,1.4142,True,hexagonal,-6m2,189,21.3497,9.9207,1.9134
Ni3 Pb2 Se2,3,0.0,0.0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.4286,0.8571,0.64,0.2751,0.65,0.2533,2.0,0.9035,True,trigonal,-3m,166,19.2817,9.2075,1.0
Mn2 O12 Sm4 Ti2,4,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.2,0.2,0.0,2.27,1.0271,1.25,0.5219,6.0,2.3324,True,monoclinic,2/m,14,12.4829,6.6449,0.6928
Fe12 Li12 O48 P12,4,0.0,0.1429,0.0,0.5714,0.0,0.0,0.0,0.0,0.0,0.1429,-1.1429,2.46,0.9383,0.85,0.363,2.0,0.7284,True,orthorhombic,mm2,33,10.4881,3.5682,2.2332
Ag2 Ho1,2,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.6667,1.6667,0.7,0.33,0.15,0.0707,3.0,1.4142,True,tetragonal,4/mmm,139,21.5461,9.7792,0.7041
Na2 Sn10,2,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1667,1.03,0.3839,0.35,0.1304,2.0,0.7454,True,tetragonal,-42m,113,30.8039,5.5393,0.7135
Nb12 S20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.625,0.98,0.4744,0.45,0.2179,2.0,0.9682,True,triclinic,1,1,18.64,4.889,0.6884
Ba2 O18 Si6 Sn2,4,0.0,0.0,0.0714,0.6429,0.0,0.0,0.2143,0.0,0.0,0.0,-2.2857,2.55,0.8645,1.55,0.4463,4.0,1.2206,True,hexagonal,-6m2,188,14.4256,3.9819,0.6838
La4 Na4 O48 P16,4,0.0,0.0556,0.0,0.6667,0.0,0.0556,0.0,0.0,0.0556,0.0556,-1.7778,2.51,0.8378,1.35,0.4045,6.0,1.38,True,monoclinic,2/m,14,13.9724,3.1545,0.5484
